model,throughput,response_length,latency,energy,gpu,task,parameters_count,energy_per_token,dtype,optimization,quantization,cuda-fp16
augmxnt/shisa-base-7b-v1,29.5,256,8.69,2193.4080000000004,NVIDIA A100-SXM4-80GB,chat,7.0,0.00238,float16,None,awq-4bit+gemm,False
AI-Sweden-Models/gpt-sw3-126m,136.0,256,1.88,431.3088,NVIDIA A100-SXM4-80GB,chat,0.126,0.000468,float16,None,awq-4bit+gemm,False
AI-Sweden-Models/gpt-sw3-6.7b-v2,53.8,256,4.76,1419.2640000000001,NVIDIA A100-SXM4-80GB,chat,6.7,0.0015400000000000001,float16,None,awq-4bit+gemm,False
AI-Sweden-Models/gpt-sw3-40b,16.5,256,15.5,5326.848,NVIDIA A100-SXM4-80GB,chat,40.0,0.0057799999999999995,float16,None,awq-4bit+gemm,False
AI-Sweden-Models/gpt-sw3-20b,27.1,256,9.46,3068.928,NVIDIA A100-SXM4-80GB,chat,20.0,0.00333,float16,None,awq-4bit+gemm,False
AI-Sweden-Models/gpt-sw3-6.7b,54.2,256,4.72,1391.6159999999998,NVIDIA A100-SXM4-80GB,chat,6.7,0.0015099999999999998,float16,None,awq-4bit+gemm,False
AI-Sweden-Models/gpt-sw3-1.3b,72.7,256,3.52,882.8928,NVIDIA A100-SXM4-80GB,chat,1.3,0.000958,float16,None,awq-4bit+gemm,False
AI-Sweden-Models/gpt-sw3-356m,69.8,256,3.67,863.5392,NVIDIA A100-SXM4-80GB,chat,0.356,0.000937,float16,None,awq-4bit+gemm,False
uukuguy/Orca-2-7b-f16,36.5,256,7.01,1861.632,NVIDIA A100-SXM4-80GB,chat,7.0,0.00202,float16,None,awq-4bit+gemm,False
01-ai/Yi-34B-200K,17.9,256,14.3,4506.624,NVIDIA A100-SXM4-80GB,chat,34.0,0.004889999999999999,float16,None,awq-4bit+gemm,False
01-ai/Yi-34B,17.8,256,14.4,4589.568,NVIDIA A100-SXM4-80GB,chat,34.0,0.00498,float16,None,awq-4bit+gemm,False
01-ai/Yi-6B-200K,34.2,256,7.49,1907.7120000000002,NVIDIA A100-SXM4-80GB,chat,6.0,0.0020700000000000002,float16,None,awq-4bit+gemm,False
01-ai/Yi-6B,33.5,256,7.64,1972.224,NVIDIA A100-SXM4-80GB,chat,6.0,0.00214,float16,None,awq-4bit+gemm,False
TheBloke/Llama-2-13B-fp16,28.9,256,8.86,2525.1839999999997,NVIDIA A100-SXM4-80GB,chat,13.0,0.00274,float16,None,awq-4bit+gemm,False
mosaicml/mpt-30b,33.9,256,7.55,2801.664,NVIDIA A100-SXM4-80GB,chat,30.0,0.00304,float16,None,awq-4bit+gemm,False
mosaicml/mpt-7b,55.5,256,4.61,1317.8880000000001,NVIDIA A100-SXM4-80GB,chat,7.0,0.00143,float16,None,awq-4bit+gemm,False
Salesforce/codegen-6B-multi,25.3,256,10.1,2497.5359999999996,NVIDIA A100-SXM4-80GB,chat,6.0,0.0027099999999999997,float16,None,awq-4bit+gemm,False
Salesforce/codegen-16B-nl,24.4,256,10.5,2939.904,NVIDIA A100-SXM4-80GB,chat,16.0,0.00319,float16,None,awq-4bit+gemm,False
Salesforce/codegen-6B-nl,25.9,256,9.9,2515.9680000000003,NVIDIA A100-SXM4-80GB,chat,6.0,0.0027300000000000002,float16,None,awq-4bit+gemm,False
Writer/palmyra-base,70.7,256,3.62,1059.84,NVIDIA A100-SXM4-80GB,chat,5.0,0.00115,float16,None,awq-4bit+gemm,False
Writer/palmyra-large,27.2,256,9.42,3022.848,NVIDIA A100-SXM4-80GB,chat,20.0,0.00328,float16,None,awq-4bit+gemm,False
sarvamai/OpenHathi-7B-Hi-v0.1-Base,35.4,256,7.23,1935.36,NVIDIA A100-SXM4-80GB,chat,7.0,0.0021,float16,None,awq-4bit+gemm,False
deepseek-ai/deepseek-llm-67b-base,11.2,256,22.8,7492.608,NVIDIA A100-SXM4-80GB,chat,67.0,0.00813,float16,None,awq-4bit+gemm,False
KnutJaegersberg/Qwen-1_8B-Llamafied,45.8,256,5.59,1345.5359999999998,NVIDIA A100-SXM4-80GB,chat,8.0,0.00146,float16,None,awq-4bit+gemm,False
gpt2,115.0,256,2.23,491.2128000000001,NVIDIA A100-SXM4-80GB,chat,0.124,0.000533,float16,None,awq-4bit+gemm,False
cyberagent/open-calm-large,49.8,256,5.14,1271.808,NVIDIA A100-SXM4-80GB,chat,0.4,0.00138,float16,None,awq-4bit+gemm,False
cyberagent/calm2-7b-chat,36.4,256,7.04,1880.064,NVIDIA A100-SXM4-80GB,chat,7.0,0.00204,float16,None,awq-4bit+gemm,False
Kunhao/pile-7b-250b-tokens,33.9,256,7.56,1990.656,NVIDIA A100-SXM4-80GB,chat,7.0,0.00216,float16,None,awq-4bit+gemm,False
cerebras/Cerebras-GPT-111M,158.0,256,1.62,368.64,NVIDIA A100-SXM4-80GB,chat,0.111,0.00039999999999999996,float16,None,awq-4bit+gemm,False
cerebras/Cerebras-GPT-13B,36.8,256,6.96,2193.4080000000004,NVIDIA A100-SXM4-80GB,chat,13.0,0.00238,float16,None,awq-4bit+gemm,False
cerebras/Cerebras-GPT-6.7B,53.7,256,4.77,1428.48,NVIDIA A100-SXM4-80GB,chat,6.7,0.00155,float16,None,awq-4bit+gemm,False
cerebras/Cerebras-GPT-2.7B,55.7,256,4.6,1188.864,NVIDIA A100-SXM4-80GB,chat,2.7,0.00129,float16,None,awq-4bit+gemm,False
cerebras/Cerebras-GPT-256M,114.0,256,2.24,533.6064,NVIDIA A100-SXM4-80GB,chat,0.256,0.000579,float16,None,awq-4bit+gemm,False
cerebras/Cerebras-GPT-1.3B,67.5,256,3.79,930.816,NVIDIA A100-SXM4-80GB,chat,1.3,0.00101,float16,None,awq-4bit+gemm,False
microsoft/phi-1_5,49.1,256,5.21,1198.08,NVIDIA A100-SXM4-80GB,chat,1.3,0.0013,float16,None,awq-4bit+gemm,False
itsliupeng/openllama-7b-base,35.4,256,7.24,1935.36,NVIDIA A100-SXM4-80GB,chat,7.0,0.0021,float16,None,awq-4bit+gemm,False
itsliupeng/openllama-7b-icl,36.7,256,6.97,1852.4159999999997,NVIDIA A100-SXM4-80GB,chat,7.0,0.0020099999999999996,float16,None,awq-4bit+gemm,False
ethzanalytics/pythia-31m,175.0,256,1.46,340.07039999999995,NVIDIA A100-SXM4-80GB,chat,0.031,0.00036899999999999997,float16,None,awq-4bit+gemm,False
tiiuae/falcon-rw-1b,60.1,256,4.26,1050.6240000000003,NVIDIA A100-SXM4-80GB,chat,1.0,0.0011400000000000002,float16,None,awq-4bit+gemm,False
tiiuae/falcon-40b,16.1,256,15.9,4967.424,NVIDIA A100-SXM4-80GB,chat,40.0,0.00539,float16,None,awq-4bit+gemm,False
facebook/xglm-7.5B,43.2,256,5.93,1668.096,NVIDIA A100-SXM4-80GB,chat,7.5,0.00181,float16,None,awq-4bit+gemm,False
facebook/xglm-564M,58.3,256,4.39,1069.056,NVIDIA A100-SXM4-80GB,chat,0.564,0.00116,float16,None,awq-4bit+gemm,False
facebook/xglm-4.5B,29.9,256,8.55,2128.896,NVIDIA A100-SXM4-80GB,chat,4.5,0.00231,float16,None,awq-4bit+gemm,False
chargoddard/Yi-34B-Llama,18.0,256,14.2,4515.84,NVIDIA A100-SXM4-80GB,chat,34.0,0.0049,float16,None,awq-4bit+gemm,False
chargoddard/llama-2-26b-trenchcoat-stack,14.7,256,17.4,5022.72,NVIDIA A100-SXM4-80GB,chat,26.0,0.00545,float16,None,awq-4bit+gemm,False
bigscience/bloom-7b1,47.4,256,5.4,1529.856,NVIDIA A100-SXM4-80GB,chat,7.0,0.00166,float16,None,awq-4bit+gemm,False
bigscience/bloom-3b,49.5,256,5.17,1327.1039999999998,NVIDIA A100-SXM4-80GB,chat,3.0,0.0014399999999999999,float16,None,awq-4bit+gemm,False
BEE-spoke-data/NanoLlama-GQA-L10-A32_KV8-v13-KI,102.0,256,2.5,587.9808,NVIDIA A100-SXM4-80GB,chat,0.218,0.000638,float16,None,awq-4bit+gemm,False
BEE-spoke-data/smol_llama-220M-GQA,98.5,256,2.6,594.432,NVIDIA A100-SXM4-80GB,chat,0.22,0.000645,float16,None,awq-4bit+gemm,False
BEE-spoke-data/smol_llama-81M-tied,172.0,256,1.49,347.4432,NVIDIA A100-SXM4-80GB,chat,0.081,0.000377,float16,None,awq-4bit+gemm,False
BEE-spoke-data/verysmol_llama-v11-KIx2,174.0,256,1.47,340.07039999999995,NVIDIA A100-SXM4-80GB,chat,0.058,0.00036899999999999997,float16,None,awq-4bit+gemm,False
BEE-spoke-data/smol_llama-101M-GQA,158.0,256,1.62,386.1504,NVIDIA A100-SXM4-80GB,chat,0.101,0.000419,float16,None,awq-4bit+gemm,False
seungduk/KoSOLAR-10.7B-v0.1,22.5,256,11.4,3004.416,NVIDIA A100-SXM4-80GB,chat,10.7,0.0032600000000000003,float16,None,awq-4bit+gemm,False
TurkuNLP/gpt3-finnish-large,60.7,256,4.22,1004.544,NVIDIA A100-SXM4-80GB,chat,0.881,0.00109,float16,None,awq-4bit+gemm,False
TurkuNLP/gpt3-finnish-small,115.0,256,2.23,521.6256,NVIDIA A100-SXM4-80GB,chat,0.186,0.000566,float16,None,awq-4bit+gemm,False
TurkuNLP/gpt3-finnish-13B,36.7,256,6.97,2147.328,NVIDIA A100-SXM4-80GB,chat,13.0,0.00233,float16,None,awq-4bit+gemm,False
rishiraj/CatPPT-base,30.2,256,8.47,2156.544,NVIDIA A100-SXM4-80GB,chat,7.24,0.00234,float16,None,awq-4bit+gemm,False
gpt2-xl,31.3,256,8.19,1935.36,NVIDIA A100-SXM4-80GB,chat,1.61,0.0021,float16,None,awq-4bit+gemm,False
LLM360/Amber,36.4,256,7.03,1843.2,NVIDIA A100-SXM4-80GB,chat,6.74,0.002,float16,None,awq-4bit+gemm,False
Dans-DiscountModels/ShearedLlama-1.3b-FFT-Test1,48.1,256,5.32,1299.456,NVIDIA A100-SXM4-80GB,chat,1.3,0.00141,float16,None,awq-4bit+gemm,False
stabilityai/japanese-stablelm-base-gamma-7b,30.1,256,8.51,2184.192,NVIDIA A100-SXM4-80GB,chat,7.0,0.00237,float16,None,awq-4bit+gemm,False
stabilityai/stablelm-base-alpha-7b,72.1,256,3.55,1096.7040000000002,NVIDIA A100-SXM4-80GB,chat,7.0,0.00119,float16,None,awq-4bit+gemm,False
stabilityai/stablelm-base-alpha-3b,72.9,256,3.51,910.5408,NVIDIA A100-SXM4-80GB,chat,3.0,0.000988,float16,None,awq-4bit+gemm,False
stabilityai/stablelm-base-alpha-7b-v2,38.6,256,6.63,1778.688,NVIDIA A100-SXM4-80GB,chat,7.0,0.00193,float16,None,awq-4bit+gemm,False
stabilityai/stablelm-3b-4e1t,38.2,256,6.71,1594.368,NVIDIA A100-SXM4-80GB,chat,3.0,0.00173,float16,None,awq-4bit+gemm,False
huggyllama/llama-65b,14.7,256,17.4,6340.608,NVIDIA A100-SXM4-80GB,chat,65.0,0.00688,float16,None,awq-4bit+gemm,False
huggyllama/llama-13b,29.0,256,8.82,2488.32,NVIDIA A100-SXM4-80GB,chat,13.0,0.0027,float16,None,awq-4bit+gemm,False
NucleusAI/nucleus-22B-token-500B,29.0,256,8.83,2820.096,NVIDIA A100-SXM4-80GB,chat,22.0,0.00306,float16,None,awq-4bit+gemm,False
bn22/tinyllama_frankenmerge,33.2,256,7.71,1806.336,NVIDIA A100-SXM4-80GB,chat,1.54,0.00196,float16,None,awq-4bit+gemm,False
roneneldan/TinyStories-33M,272.0,256,0.942,222.1056,NVIDIA A100-SXM4-80GB,chat,0.033,0.000241,float16,None,awq-4bit+gemm,False
roneneldan/TinyStories-3M,149.0,256,1.72,376.01279999999997,NVIDIA A100-SXM4-80GB,chat,0.003,0.000408,float16,None,awq-4bit+gemm,False
roneneldan/TinyStories-28M,151.0,256,1.7,405.504,NVIDIA A100-SXM4-80GB,chat,0.028,0.00044,float16,None,awq-4bit+gemm,False
roneneldan/TinyStories-8M,152.0,256,1.68,379.69919999999996,NVIDIA A100-SXM4-80GB,chat,0.008,0.000412,float16,None,awq-4bit+gemm,False
budecosystem/boomer-1b,251.0,256,1.02,278.3232,NVIDIA A100-SXM4-80GB,chat,1.0,0.00030199999999999997,float16,None,awq-4bit+gemm,False
openlm-research/open_llama_7b_v2,36.9,256,6.94,1870.8480000000002,NVIDIA A100-SXM4-80GB,chat,7.0,0.00203,float16,None,awq-4bit+gemm,False
openlm-research/open_llama_7b,36.7,256,6.97,1843.2,NVIDIA A100-SXM4-80GB,chat,7.0,0.002,float16,None,awq-4bit+gemm,False
openlm-research/open_llama_13b,28.8,256,8.89,2534.3999999999996,NVIDIA A100-SXM4-80GB,chat,13.0,0.00275,float16,None,awq-4bit+gemm,False
abhinand/tamil-llama-7b-base-v0.1,35.0,256,7.31,1861.632,NVIDIA A100-SXM4-80GB,chat,7.0,0.00202,float16,None,awq-4bit+gemm,False
abhinand/tamil-llama-13b-base-v0.1,29.4,256,8.72,2506.752,NVIDIA A100-SXM4-80GB,chat,13.0,0.0027199999999999998,float16,None,awq-4bit+gemm,False
golaxy/gowizardlm,36.4,256,7.03,1870.8480000000002,NVIDIA A100-SXM4-80GB,chat,7.0,0.00203,float16,None,awq-4bit+gemm,False
bigcode/tiny_starcoder_py,92.1,256,2.78,637.7472,NVIDIA A100-SXM4-80GB,chat,0.164,0.000692,float16,None,awq-4bit+gemm,False
bigcode/gpt_bigcode-santacoder,79.0,256,3.24,798.1056,NVIDIA A100-SXM4-80GB,chat,1.12,0.000866,float16,None,awq-4bit+gemm,False
togethercomputer/RedPajama-INCITE-7B-Base,36.6,256,7.0,1843.2,NVIDIA A100-SXM4-80GB,chat,7.0,0.002,float16,None,awq-4bit+gemm,False
togethercomputer/RedPajama-INCITE-Base-3B-v1,37.5,256,6.82,1649.664,NVIDIA A100-SXM4-80GB,chat,3.0,0.00179,float16,None,awq-4bit+gemm,False
togethercomputer/RedPajama-INCITE-Base-7B-v0.1,37.2,256,6.88,1806.336,NVIDIA A100-SXM4-80GB,chat,7.0,0.00196,float16,None,awq-4bit+gemm,False
Devio/test-22B,28.4,256,9.0,2847.7439999999997,NVIDIA A100-SXM4-80GB,chat,22.0,0.00309,float16,None,awq-4bit+gemm,False
internlm/internlm-20b,15.8,256,16.2,4506.624,NVIDIA A100-SXM4-80GB,chat,20.0,0.004889999999999999,float16,None,awq-4bit+gemm,False
Delcos/Starling-LM-11B-alpha,19.7,256,13.0,3382.272,NVIDIA A100-SXM4-80GB,chat,11.0,0.00367,float16,None,awq-4bit+gemm,False
Dampish/StellarX-4B-V0,25.3,256,10.1,2433.024,NVIDIA A100-SXM4-80GB,chat,4.0,0.00264,float16,None,awq-4bit+gemm,False
Dampish/StellarX-4B-V0.2,37.7,256,6.79,1640.4479999999999,NVIDIA A100-SXM4-80GB,chat,4.0,0.00178,float16,None,awq-4bit+gemm,False
upstage/SOLAR-10.7B-v1.0,22.3,256,11.5,2912.256,NVIDIA A100-SXM4-80GB,chat,10.7,0.0031599999999999996,float16,None,awq-4bit+gemm,False
huggingface/llama-7b,36.1,256,7.09,1898.496,NVIDIA A100-SXM4-80GB,chat,7.0,0.00206,float16,None,awq-4bit+gemm,False
huggingface/llama-65b,14.5,256,17.7,6294.528,NVIDIA A100-SXM4-80GB,chat,65.0,0.00683,float16,None,awq-4bit+gemm,False
huggingface/llama-30b,19.4,256,13.2,4257.792,NVIDIA A100-SXM4-80GB,chat,30.0,0.00462,float16,None,awq-4bit+gemm,False
huggingface/llama-13b,28.5,256,8.97,2534.3999999999996,NVIDIA A100-SXM4-80GB,chat,13.0,0.00275,float16,None,awq-4bit+gemm,False
bit-dny/MindLLM,51.9,256,4.93,1216.512,NVIDIA A100-SXM4-80GB,chat,1.3,0.00132,float16,None,awq-4bit+gemm,False
SaylorTwift/gpt2_test,120.0,256,2.13,495.82079999999996,NVIDIA A100-SXM4-80GB,chat,0.137,0.000538,float16,None,awq-4bit+gemm,False
beomi/Yi-Ko-6B,33.9,256,7.55,1981.44,NVIDIA A100-SXM4-80GB,chat,6.0,0.00215,float16,None,awq-4bit+gemm,False
fblgit/una-llama-7b,35.8,256,7.15,1833.984,NVIDIA A100-SXM4-80GB,chat,7.0,0.00199,float16,None,awq-4bit+gemm,False
codellama/CodeLlama-7b-hf,36.7,256,6.97,1870.8480000000002,NVIDIA A100-SXM4-80GB,chat,7.0,0.00203,float16,None,awq-4bit+gemm,False
codellama/CodeLlama-13b-hf,29.0,256,8.82,2515.9680000000003,NVIDIA A100-SXM4-80GB,chat,13.0,0.0027300000000000002,float16,None,awq-4bit+gemm,False
codellama/CodeLlama-34b-hf,22.7,256,11.3,3861.5039999999995,NVIDIA A100-SXM4-80GB,chat,34.0,0.004189999999999999,float16,None,awq-4bit+gemm,False
EleutherAI/gpt-neox-20b,28.8,256,8.9,3594.24,NVIDIA A100-SXM4-80GB,chat,20.0,0.0039,float16,FlashAttentionV2,None,False
EleutherAI/pythia-6.9b-deduped,48.6,256,5.27,1806.336,NVIDIA A100-SXM4-80GB,chat,6.9,0.00196,float16,FlashAttentionV2,None,False
EleutherAI/pythia-6.7b,48.7,256,5.26,1824.768,NVIDIA A100-SXM4-80GB,chat,6.7,0.00198,float16,FlashAttentionV2,None,False
EleutherAI/pythia-1.4b-deduped,62.0,256,4.13,1050.6240000000003,NVIDIA A100-SXM4-80GB,chat,1.4,0.0011400000000000002,float16,FlashAttentionV2,None,False
EleutherAI/pythia-12b,43.4,256,5.9,2414.592,NVIDIA A100-SXM4-80GB,chat,12.0,0.00262,float16,FlashAttentionV2,None,False
EleutherAI/pythia-1.3b,63.7,256,4.02,1041.408,NVIDIA A100-SXM4-80GB,chat,1.3,0.00113,float16,FlashAttentionV2,None,False
EleutherAI/pythia-12b-deduped,43.1,256,5.94,2396.16,NVIDIA A100-SXM4-80GB,chat,12.0,0.0026,float16,FlashAttentionV2,None,False
EleutherAI/pythia-1b-deduped,93.1,256,2.75,689.3568,NVIDIA A100-SXM4-80GB,chat,1.0,0.000748,float16,FlashAttentionV2,None,False
EleutherAI/gpt-neo-125m,147.0,256,1.74,396.288,NVIDIA A100-SXM4-80GB,chat,0.125,0.00043,float16,FlashAttentionV2,None,False
EleutherAI/polyglot-ko-12.8b,38.8,256,6.6,2654.2079999999996,NVIDIA A100-SXM4-80GB,chat,12.8,0.0028799999999999997,float16,FlashAttentionV2,None,False
EleutherAI/pythia-410m,63.8,256,4.01,930.816,NVIDIA A100-SXM4-80GB,chat,0.41,0.00101,float16,FlashAttentionV2,None,False
EleutherAI/gpt-neo-1.3B,75.5,256,3.39,909.6192,NVIDIA A100-SXM4-80GB,chat,1.3,0.000987,float16,FlashAttentionV2,None,False
EleutherAI/pythia-160m-deduped,127.0,256,2.01,454.3487999999999,NVIDIA A100-SXM4-80GB,chat,0.16,0.000493,float16,FlashAttentionV2,None,False
EleutherAI/pythia-410m-deduped,65.5,256,3.91,900.4032,NVIDIA A100-SXM4-80GB,chat,0.41,0.000977,float16,FlashAttentionV2,None,False
EleutherAI/pythia-160m,129.0,256,1.98,450.6624,NVIDIA A100-SXM4-80GB,chat,0.16,0.000489,float16,FlashAttentionV2,None,False
EleutherAI/pythia-2.7b,49.6,256,5.16,1428.48,NVIDIA A100-SXM4-80GB,chat,2.7,0.00155,float16,FlashAttentionV2,None,False
EleutherAI/pythia-2.8b-deduped,48.9,256,5.24,1419.2640000000001,NVIDIA A100-SXM4-80GB,chat,2.8,0.0015400000000000001,float16,FlashAttentionV2,None,False
EleutherAI/pythia-70m-deduped,239.0,256,1.07,239.61599999999999,NVIDIA A100-SXM4-80GB,chat,0.07,0.00026,float16,FlashAttentionV2,None,False
EleutherAI/gpt-neo-2.7B,56.6,256,4.52,1290.24,NVIDIA A100-SXM4-80GB,chat,2.7,0.0014,float16,FlashAttentionV2,None,False
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,57.1,256,4.48,1105.9199999999998,NVIDIA A100-SXM4-80GB,chat,1.1,0.0012,float16,FlashAttentionV2,None,False
ahxt/llama2_xs_460M_experimental,52.8,256,4.85,1078.272,NVIDIA A100-SXM4-80GB,chat,0.46,0.00117,float16,FlashAttentionV2,None,False
GeneZC/MiniMA-3B,51.6,256,4.96,1363.968,NVIDIA A100-SXM4-80GB,chat,3.0,0.00148,float16,FlashAttentionV2,None,False
GeneZC/MiniMA-2-3B,51.9,256,4.93,1382.4,NVIDIA A100-SXM4-80GB,chat,3.0,0.0015,float16,FlashAttentionV2,None,False
Locutusque/TinyMistral-248m,83.9,256,3.05,717.0048,NVIDIA A100-SXM4-80GB,chat,0.248,0.000778,float16,FlashAttentionV2,None,False
DevaMalla/llama-base-7b,40.4,256,6.33,2027.5200000000002,NVIDIA A100-SXM4-80GB,chat,7.0,0.0022,float16,FlashAttentionV2,None,False
pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e,242.0,256,1.06,226.7136,NVIDIA A100-SXM4-80GB,chat,0.031,0.000246,float16,FlashAttentionV2,None,False
pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,246.0,256,1.04,228.5568,NVIDIA A100-SXM4-80GB,chat,0.031,0.000248,float16,FlashAttentionV2,None,False
pszemraj/pythia-31m-simplewiki-2048,249.0,256,1.03,230.4,NVIDIA A100-SXM4-80GB,chat,0.031,0.00025,float16,FlashAttentionV2,None,False
pszemraj/pythia-31m-KI_v1-2048-scratch,244.0,256,1.05,231.32160000000002,NVIDIA A100-SXM4-80GB,chat,0.031,0.00025100000000000003,float16,FlashAttentionV2,None,False
pszemraj/pythia-31m-simplewiki-scratch-bf16,244.0,256,1.05,234.08640000000005,NVIDIA A100-SXM4-80GB,chat,0.031,0.00025400000000000005,float16,FlashAttentionV2,None,False
PY007/TinyLlama-1.1B-intermediate-step-240k-503b,57.7,256,4.44,1087.4879999999998,NVIDIA A100-SXM4-80GB,chat,1.1,0.0011799999999999998,float16,FlashAttentionV2,None,False
PY007/TinyLlama-1.1B-step-50K-105b,57.9,256,4.42,1115.1360000000002,NVIDIA A100-SXM4-80GB,chat,1.1,0.0012100000000000001,float16,FlashAttentionV2,None,False
PY007/TinyLlama-1.1B-intermediate-step-480k-1T,57.8,256,4.43,1096.7040000000002,NVIDIA A100-SXM4-80GB,chat,1.1,0.00119,float16,FlashAttentionV2,None,False
Deci/DeciLM-7B,39.0,256,6.57,2147.328,NVIDIA A100-SXM4-80GB,chat,7.0,0.00233,float16,FlashAttentionV2,None,False
NYTK/PULI-GPTrio,46.8,256,5.47,1944.5760000000002,NVIDIA A100-SXM4-80GB,chat,7.67,0.0021100000000000003,float16,FlashAttentionV2,None,False
winglian/Llama-2-3b-hf,79.3,256,3.23,1050.6240000000003,NVIDIA A100-SXM4-80GB,chat,3.0,0.0011400000000000002,float16,FlashAttentionV2,None,False
mistralai/Mistral-7B-v0.1,34.0,256,7.52,2359.2960000000003,NVIDIA A100-SXM4-80GB,chat,7.0,0.00256,float16,FlashAttentionV2,None,False
rinna/bilingual-gpt-neox-4b,43.0,256,5.95,1677.312,NVIDIA A100-SXM4-80GB,chat,4.0,0.00182,float16,FlashAttentionV2,None,False
rinna/bilingual-gpt-neox-4b-8k,43.3,256,5.91,1686.528,NVIDIA A100-SXM4-80GB,chat,4.0,0.00183,float16,FlashAttentionV2,None,False
matsuo-lab/weblab-10b,42.9,256,5.97,2377.728,NVIDIA A100-SXM4-80GB,chat,10.0,0.00258,float16,FlashAttentionV2,None,False
augmxnt/shisa-base-7b-v1,33.4,256,7.66,2479.1040000000003,NVIDIA A100-SXM4-80GB,chat,7.0,0.00269,float16,FlashAttentionV2,None,False
uukuguy/Orca-2-7b-f16,40.8,256,6.28,2045.9519999999998,NVIDIA A100-SXM4-80GB,chat,7.0,0.0022199999999999998,float16,FlashAttentionV2,None,False
01-ai/Yi-34B-200K,18.2,256,14.1,5566.463999999999,NVIDIA A100-SXM4-80GB,chat,34.0,0.006039999999999999,float16,FlashAttentionV2,None,False
01-ai/Yi-34B,18.4,256,13.9,5548.032,NVIDIA A100-SXM4-80GB,chat,34.0,0.00602,float16,FlashAttentionV2,None,False
01-ai/Yi-6B-200K,39.8,256,6.43,1972.224,NVIDIA A100-SXM4-80GB,chat,6.0,0.00214,float16,FlashAttentionV2,None,False
01-ai/Yi-6B,39.4,256,6.49,1990.656,NVIDIA A100-SXM4-80GB,chat,6.0,0.00216,float16,FlashAttentionV2,None,False
scb10x/typhoon-7b,33.7,256,7.6,2368.5119999999997,NVIDIA A100-SXM4-80GB,chat,7.0,0.00257,float16,FlashAttentionV2,None,False
TheBloke/Llama-2-13B-fp16,31.7,256,8.08,3115.008,NVIDIA A100-SXM4-80GB,chat,13.0,0.0033799999999999998,float16,FlashAttentionV2,None,False
sarvamai/OpenHathi-7B-Hi-v0.1-Base,40.7,256,6.29,2055.1679999999997,NVIDIA A100-SXM4-80GB,chat,7.0,0.0022299999999999998,float16,FlashAttentionV2,None,False
cyberagent/open-calm-large,63.4,256,4.04,967.68,NVIDIA A100-SXM4-80GB,chat,0.4,0.00105,float16,FlashAttentionV2,None,False
cyberagent/calm2-7b-chat,40.6,256,6.3,2128.896,NVIDIA A100-SXM4-80GB,chat,7.0,0.00231,float16,FlashAttentionV2,None,False
Kunhao/pile-7b-250b-tokens,40.1,256,6.38,1981.44,NVIDIA A100-SXM4-80GB,chat,7.0,0.00215,float16,FlashAttentionV2,None,False
itsliupeng/openllama-7b-base,41.4,256,6.19,2027.5200000000002,NVIDIA A100-SXM4-80GB,chat,7.0,0.0022,float16,FlashAttentionV2,None,False
itsliupeng/openllama-7b-icl,39.0,256,6.57,2064.384,NVIDIA A100-SXM4-80GB,chat,7.0,0.0022400000000000002,float16,FlashAttentionV2,None,False
ethzanalytics/pythia-31m,239.0,256,1.07,234.08640000000005,NVIDIA A100-SXM4-80GB,chat,0.031,0.00025400000000000005,float16,FlashAttentionV2,None,False
chargoddard/Yi-34B-Llama,18.4,256,13.9,5548.032,NVIDIA A100-SXM4-80GB,chat,34.0,0.00602,float16,FlashAttentionV2,None,False
chargoddard/llama-2-26b-trenchcoat-stack,15.6,256,16.4,6082.56,NVIDIA A100-SXM4-80GB,chat,26.0,0.0066,float16,FlashAttentionV2,None,False
BEE-spoke-data/NanoLlama-GQA-L10-A32_KV8-v13-KI,121.0,256,2.11,477.3887999999999,NVIDIA A100-SXM4-80GB,chat,0.218,0.0005179999999999999,float16,FlashAttentionV2,None,False
BEE-spoke-data/Mixtral-GQA-400m-v2,78.0,256,3.28,794.4191999999999,NVIDIA A100-SXM4-80GB,chat,0.4,0.0008619999999999999,float16,FlashAttentionV2,None,False
BEE-spoke-data/smol_llama-220M-GQA,120.0,256,2.14,485.6832,NVIDIA A100-SXM4-80GB,chat,0.22,0.000527,float16,FlashAttentionV2,None,False
BEE-spoke-data/smol_llama-81M-tied,195.0,256,1.31,301.3632,NVIDIA A100-SXM4-80GB,chat,0.081,0.000327,float16,FlashAttentionV2,None,False
BEE-spoke-data/verysmol_llama-v11-KIx2,191.0,256,1.34,293.9904,NVIDIA A100-SXM4-80GB,chat,0.058,0.000319,float16,FlashAttentionV2,None,False
BEE-spoke-data/smol_llama-101M-GQA,192.0,256,1.33,302.2848,NVIDIA A100-SXM4-80GB,chat,0.101,0.000328,float16,FlashAttentionV2,None,False
seungduk/KoSOLAR-10.7B-v0.1,26.0,256,9.83,3207.168,NVIDIA A100-SXM4-80GB,chat,10.7,0.00348,float16,FlashAttentionV2,None,False
rishiraj/CatPPT-base,34.0,256,7.53,2377.728,NVIDIA A100-SXM4-80GB,chat,7.24,0.00258,float16,FlashAttentionV2,None,False
LLM360/Amber,41.0,256,6.25,1953.792,NVIDIA A100-SXM4-80GB,chat,6.74,0.00212,float16,FlashAttentionV2,None,False
