forward.latency(s),forward.throughput(samples/s),forward.peak_memory(MB),forward.max_memory_used(MB),forward.max_memory_allocated(MB),forward.max_memory_reserved(MB),forward.energy_consumption(kWh/sample),forward.carbon_emissions(kgCO2eq/sample),generate.latency(s),generate.throughput(tokens/s),decode.latency(s),decode.throughput(tokens/s),generate.peak_memory(MB),generate.max_memory_used(MB),generate.max_memory_allocated(MB),generate.max_memory_reserved(MB),generate.energy_consumption(kWh/token),generate.carbon_emissions(kgCO2eq/token),launcher.name,launcher._target_,launcher.device_isolation,launcher.start_method,backend.name,backend.version,backend._target_,backend.seed,backend.inter_op_num_threads,backend.intra_op_num_threads,backend.delete_cache,backend.no_weights,backend.device_map,backend.torch_dtype,backend.eval_mode,backend.disable_grad,backend.amp_autocast,backend.amp_dtype,backend.torch_compile,backend.to_bettertransformer,backend.use_flash_attention_2,backend.quantization_scheme,backend.quantization_config.bits,backend.quantization_config.use_cuda_fp16,backend.quantization_config.use_exllama,backend.data_parallel,backend.deepspeed_inference,backend.peft_strategy,benchmark.name,benchmark._target_,benchmark.duration,benchmark.warmup_runs,benchmark.memory,benchmark.energy,benchmark.input_shapes.batch_size,benchmark.input_shapes.sequence_length,benchmark.input_shapes.num_choices,benchmark.input_shapes.feature_size,benchmark.input_shapes.nb_max_frames,benchmark.input_shapes.audio_sequence_length,benchmark.new_tokens,benchmark.can_diffuse,benchmark.can_generate,benchmark.generate_kwargs.num_return_sequences,benchmark.generate_kwargs.max_new_tokens,benchmark.generate_kwargs.min_new_tokens,benchmark.generate_kwargs.do_sample,benchmark.generate_kwargs.use_cache,benchmark.generate_kwargs.pad_token_id,benchmark.generate_kwargs.temperature,benchmark.generate_kwargs.num_beams,experiment_name,device,model,task,hub_kwargs.revision,hub_kwargs.cache_dir,hub_kwargs.force_download,hub_kwargs.local_files_only,hub_kwargs.trust_remote_code,environment.optimum_version,environment.optimum_commit,environment.transformers_version,environment.transformers_commit,environment.accelerate_version,environment.accelerate_commit,environment.diffusers_version,environment.diffusers_commit,environment.python_version,environment.system,environment.cpu,environment.cpu_count,environment.cpu_ram_mb,environment.gpus,backend.quantization_config.exllama_config.version,backend.quantization_config.llm_int8_threshold,backend.quantization_config.load_in_4bit,backend.quantization_config.version,backend.quantization_config.do_fuse,backend.continuous_isolation,backend.isolation_check_interval,backend.quantization_config.load_in_8bit
0.0279,35.8,14595,14595,13705,13736,3.26e-06,2.19e-07,4.85,52.8,4.82,52.9,14951,14951,14056,14092,1.38e-06,9.31e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,DevaMalla/llama-base-7b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0318,31.4,15446,15446,14512,14587,3.48e-06,2.35e-07,5.6,45.7,5.57,45.8,15761,15761,14855,14902,1.55e-06,1.05e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float16,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float16,cuda,Salesforce/codegen-6B-nl,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0428,23.4,13326,13326,12395,12473,5.12e-06,3.45e-07,4.25,60.2,4.21,60.6,13745,13745,12793,12893,1.17e-06,7.9e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,GeneZC/MiniMA-2-3B,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0427,23.4,13326,13326,12395,12473,5.17e-06,3.48e-07,4.25,60.2,4.21,60.6,13745,13745,12793,12893,1.2e-06,8.08e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,GeneZC/MiniMA-3B,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0436,22.9,12432,12432,11502,11580,5.08e-06,3.42e-07,3.69,69.4,3.65,69.9,12831,12831,11951,11978,1.01e-06,6.79e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,microsoft/phi-2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0227,44.1,6764,6764,5850,5911,2.7e-06,1.82e-07,2.1,122.0,2.08,123.0,6994,6994,6098,6142,5.7e-07,3.84e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,microsoft/phi-1_5,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00203,493.0,1164,1164,282,312,1.46e-07,9.81e-09,0.518,494.0,0.516,494.0,1179,1179,288,327,7.66e-08,5.16e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,BEE-spoke-data/verysmol_llama-v11-KIx2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0219,45.7,8970,8970,8080,8118,2.16e-06,1.46e-07,1.8,142.0,1.78,143.0,8995,8995,8095,8143,3.57e-07,2.4e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,BEE-spoke-data/Mixtral-GQA-400m-v2,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00439,228.0,1806,1806,920,954,4.76e-07,3.21e-08,0.878,292.0,0.874,292.0,1821,1821,932,968,1.52e-07,1.03e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,BEE-spoke-data/smol_llama-220M-GQA,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00255,392.0,1282,1282,379,429,2.49e-07,1.68e-08,0.535,479.0,0.532,479.0,1290,1290,387,438,8.87e-08,5.98e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,BEE-spoke-data/smol_llama-81M-tied,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00249,402.0,1362,1362,452,509,2.23e-07,1.5e-08,0.554,462.0,0.552,462.0,1366,1366,456,513,8.88e-08,5.99e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,BEE-spoke-data/smol_llama-101M-GQA,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00439,228.0,1812,1812,926,960,4.68e-07,3.15e-08,0.871,294.0,0.867,294.0,1821,1821,932,968,1.52e-07,1.03e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,BEE-spoke-data/NanoLlama-GQA-L10-A32_KV8-v13-KI,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0268,37.3,7141,7141,6256,6289,3.19e-06,2.15e-07,2.88,88.9,2.85,89.5,7194,7194,6279,6341,6.95e-07,4.68e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,bn22/tinyllama_frankenmerge,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0225,44.4,6487,6487,5602,5635,2.74e-06,1.85e-07,2.46,104.0,2.44,105.0,6843,6843,5969,5991,5.85e-07,3.94e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,Dans-DiscountModels/ShearedLlama-1.3b-FFT-Test1,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0386,25.9,5784,5784,4876,4930,3.27e-06,2.2e-07,3.13,81.8,3.09,82.5,6120,6120,5242,5265,6.71e-07,4.52e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,TheBloke/Llama-2-7B-GPTQ,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0201,49.8,6214,6214,5308,5362,2.41e-06,1.62e-07,1.82,141.0,1.8,142.0,6550,6550,5657,5697,5.08e-07,3.43e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,team-lucid/mptk-1b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00387,258.0,1586,1586,673,734,3.71e-07,2.5e-08,0.894,286.0,0.89,287.0,1655,1655,721,803,1.49e-07,1e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,AI-Sweden-Models/gpt-sw3-126m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0191,52.4,6443,6443,5552,5591,2.31e-06,1.56e-07,2.49,103.0,2.47,103.0,6781,6781,5888,5928,6.78e-07,4.57e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,AI-Sweden-Models/gpt-sw3-1.3b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00851,118.0,2534,2534,1655,1681,9.43e-07,6.35e-08,1.64,156.0,1.63,156.0,2681,2681,1792,1828,2.95e-07,1.99e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,AI-Sweden-Models/gpt-sw3-356m,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.063,15.9,19617,19617,18700,18765,7.54e-06,5.08e-07,6.39,40.1,6.33,40.3,19934,19934,19042,19081,1.76e-06,1.19e-07,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,facebook/xglm-4.5B,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0413,24.2,12529,12529,11620,11676,4.95e-06,3.33e-07,3.77,67.9,3.73,68.4,12969,12969,12068,12117,1.09e-06,7.34e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,stabilityai/stablelm-3b-4e1t,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0457,21.9,16092,16092,15168,15240,5.47e-06,3.69e-07,4.64,55.2,4.59,55.6,16318,16318,15380,15466,1.42e-06,9.54e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,stabilityai/stablelm-base-alpha-3b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0293,34.1,7638,7638,6721,6786,3.32e-06,2.24e-07,3.7,69.2,3.67,69.5,7974,7974,7061,7121,8.35e-07,5.63e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,gpt2-xl,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0106,94.3,2664,2664,1784,1811,1.01e-06,6.84e-08,2.54,101.0,2.53,101.0,2664,2664,1784,1811,3.81e-07,2.57e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,RWKV/rwkv-4-430m-pile,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00568,176.0,1668,1668,740,815,4.11e-07,2.77e-08,1.32,194.0,1.31,195.0,1668,1668,740,815,1.88e-07,1.26e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,RWKV/rwkv-4-169m-pile,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0418,23.9,12026,12026,11107,11173,4.96e-06,3.35e-07,4.06,63.1,4.02,63.4,12445,12445,11555,11593,1.06e-06,7.18e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/gpt-neo-2.7B,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.00257,389.0,1257,1257,390,404,1.62e-07,1.09e-08,0.594,431.0,0.591,431.0,1280,1280,397,427,7.79e-08,5.25e-09,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-70m-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0418,23.9,12623,12623,11713,11771,5.11e-06,3.44e-07,4.21,60.8,4.17,61.2,12896,12896,11995,12043,1.1e-06,7.44e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-2.7b,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.00474,211.0,1722,1722,809,870,3.76e-07,2.53e-08,1.11,231.0,1.11,230.0,1756,1756,828,903,1.66e-07,1.12e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-160m-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
0.0155,64.5,5235,5235,4330,4383,1.76e-06,1.18e-07,1.7,151.0,1.68,152.0,5298,5298,4411,4445,4.13e-07,2.78e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/pythia-1b-deduped,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.25.0,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,True,1.0,
0.0223,44.8,6439,6439,5526,5586,2.63e-06,1.77e-07,2.33,110.0,2.31,110.0,6669,6669,5775,5817,5.92e-07,3.99e-08,process,optimum_benchmark.launchers.process.launcher.ProcessLauncher,True,spawn,pytorch,2.1.2+cu118,optimum_benchmark.backends.pytorch.backend.PyTorchBackend,42,,,False,True,,float32,True,True,False,,False,False,False,,,,,False,False,,inference,optimum_benchmark.benchmarks.inference.benchmark.InferenceBenchmark,10,10,True,True,1,256,1,80,3000,16000,256,False,True,1,256,256,False,True,0,1.0,1,pytorch+cuda+float32,cuda,EleutherAI/gpt-neo-1.3B,text-generation,main,,False,False,True,1.16.1,,4.36.2,,0.26.1,,,,3.10.12,Linux, AMD Ryzen 9 7950X 16-Core Processor,32,134796,['NVIDIA GeForce RTX 4090'],,,,,,,,
